"indicator","sex","given","l","m","s"
"hfa",2,26,1,87.4462,0.03808
"hfa",2,27,1,88.283,0.0383
"hfa",2,28,1,89.1004,0.03851
"hfa",2,29,1,89.8991,0.03872
"hfa",2,30,1,90.6797,0.03893
"hfa",2,31,1,91.443,0.03913
"hfa",2,32,1,92.1906,0.03933
"hfa",2,33,1,92.9239,0.03952
"hfa",2,34,1,93.6444,0.03971
"hfa",2,35,1,94.3533,0.03989
"hfa",2,36,1,95.0515,0.04006
"hfa",2,37,1,95.7399,0.04024
"hfa",2,38,1,96.4187,0.04041
"hfa",2,39,1,97.0885,0.04057
"hfa",2,40,1,97.7493,0.04073
"hfa",2,41,1,98.4015,0.04089
"hfa",2,42,1,99.0448,0.04105
"hfa",2,43,1,99.6795,0.0412
"hfa",2,44,1,100.3058,0.04135
"hfa",2,45,1,100.9238,0.0415
"hfa",2,46,1,101.5337,0.04164
"hfa",2,47,1,102.136,0.04179
"hfa",2,48,1,102.7312,0.04193
"hfa",2,49,1,103.3197,0.04206
"hfa",2,50,1,103.9021,0.0422
"hfa",2,51,1,104.4786,0.04233
"hfa",2,52,1,105.0494,0.04246
"hfa",2,53,1,105.6148,0.04259
"hfa",2,54,1,106.1748,0.04272
"hfa",2,55,1,106.7295,0.04285
"hfa",2,56,1,107.2788,0.04298
"hfa",2,57,1,107.8227,0.0431
"hfa",2,58,1,108.3613,0.04322
"hfa",2,59,1,108.8948,0.04334
"hfa",2,60,1,109.4233,0.04347
"wfa",1,0,0.3487,3.3464,0.14602
"wfa",1,1,0.2297,4.4709,0.13395
"wfa",1,2,0.197,5.5675,0.12385
"wfa",1,3,0.1738,6.3762,0.11727
"wfa",1,4,0.1553,7.0023,0.11316
"wfa",1,5,0.1395,7.5105,0.1108
"wfa",1,6,0.1257,7.934,0.10958
"wfa",1,7,0.1134,8.297,0.10902
"wfa",1,8,0.1021,8.6151,0.10882
"wfa",1,9,0.0917,8.9014,0.10881
"wfa",1,10,0.082,9.1649,0.10891
"wfa",1,11,0.073,9.4122,0.10906
"wfa",1,12,0.0644,9.6479,0.10925
"wfa",1,13,0.0563,9.8749,0.10949
"wfa",1,14,0.0487,10.0953,0.10976
"wfa",1,15,0.0413,10.3108,0.11007
"wfa",1,16,0.0343,10.5228,0.11041
"wfa",1,17,0.0275,10.7319,0.11079
"wfa",1,18,0.0211,10.9385,0.11119
"wfa",1,19,0.0148,11.143,0.11164
"wfa",1,20,0.0087,11.3462,0.11211
"wfa",1,21,0.0029,11.5486,0.11261
"wfa",1,22,-0.0028,11.7504,0.11314
"wfa",1,23,-0.0083,11.9514,0.11369
"wfa",1,24,-0.0137,12.1515,0.11426
"wfa",1,25,-0.0189,12.3502,0.11485
"wfa",1,26,-0.024,12.5466,0.11544
"wfa",1,27,-0.0289,12.7401,0.11604
"wfa",1,28,-0.0337,12.9303,0.11664
"wfa",1,29,-0.0385,13.1169,0.11723
"wfa",1,30,-0.0431,13.3,0.11781
"wfa",1,31,-0.0476,13.4798,0.11839
"wfa",1,32,-0.052,13.6567,0.11896
"wfa",1,33,-0.0564,13.8309,0.11953
"wfa",1,34,-0.0606,14.0031,0.12008
"wfa",1,35,-0.0648,14.1736,0.12062
"wfa",1,36,-0.0689,14.3429,0.12116
"wfa",1,37,-0.0729,14.5113,0.12168
"wfa",1,38,-0.0769,14.6791,0.1222
"wfa",1,39,-0.0808,14.8466,0.12271
"wfa",1,40,-0.0846,15.014,0.12322
"wfa",1,41,-0.0883,15.1813,0.12373
"wfa",1,42,-0.092,15.3486,0.12425
"wfa",1,43,-0.0957,15.5158,0.12478
"wfa",1,44,-0.0993,15.6828,0.12531
"wfa",1,45,-0.1028,15.8497,0.12586
"wfa",1,46,-0.1063,16.0163,0.12643
"wfa",1,47,-0.1097,16.1827,0.127
"wfa",1,48,-0.1131,16.3489,0.12759
"wfa",1,49,-0.1165,16.515,0.12819
"wfa",1,50,-0.1198,16.6811,0.1288
"wfa",1,51,-0.123,16.8471,0.12943
"wfa",1,52,-0.1262,17.0132,0.13005
"wfa",1,53,-0.1294,17.1792,0.13069
"wfa",1,54,-0.1325,17.3452,0.13133
"wfa",1,55,-0.1356,17.5111,0.13197
"wfa",1,56,-0.1387,17.6768,0.13261
"wfa",1,57,-0.1417,17.8422,0.13325
"wfa",1,58,-0.1447,18.0073,0.13389
"wfa",1,59,-0.1477,18.1722,0.13453
"wfa",1,60,-0.1506,18.3366,0.13517
"wfa",2,0,0.3809,3.2322,0.14171
"wfa",2,1,0.1714,4.1873,0.13724
"wfa",2,2,0.0962,5.1282,0.13
"wfa",2,3,0.0402,5.8458,0.12619
"wfa",2,4,-0.005,6.4237,0.12402
"wfa",2,5,-0.043,6.8985,0.12274
"wfa",2,6,-0.0756,7.297,0.12204
"wfa",2,7,-0.1039,7.6422,0.12178
"wfa",2,8,-0.1288,7.9487,0.12181
"wfa",2,9,-0.1507,8.2254,0.12199
"wfa",2,10,-0.17,8.48,0.12223
"wfa",2,11,-0.1872,8.7192,0.12247
"wfa",2,12,-0.2024,8.9481,0.12268
"wfa",2,13,-0.2158,9.1699,0.12283
"wfa",2,14,-0.2278,9.387,0.12294
"wfa",2,15,-0.2384,9.6008,0.12299
"wfa",2,16,-0.2478,9.8124,0.12303
"wfa",2,17,-0.2562,10.0226,0.12306
"wfa",2,18,-0.2637,10.2315,0.12309
"wfa",2,19,-0.2703,10.4393,0.12315
"wfa",2,20,-0.2762,10.6464,0.12323
"wfa",2,21,-0.2815,10.8534,0.12335
"wfa",2,22,-0.2862,11.0608,0.1235
"wfa",2,23,-0.2903,11.2688,0.12369
"wfa",2,24,-0.2941,11.4775,0.1239
"wfa",2,25,-0.2975,11.6864,0.12414
"wfa",2,26,-0.3005,11.8947,0.12441
"wfa",2,27,-0.3032,12.1015,0.12472
"wfa",2,28,-0.3057,12.3059,0.12506
"wfa",2,29,-0.308,12.5073,0.12545
"wfa",2,30,-0.3101,12.7055,0.12587
"wfa",2,31,-0.312,12.9006,0.12633
"wfa",2,32,-0.3138,13.093,0.12683
"wfa",2,33,-0.3155,13.2837,0.12737
"wfa",2,34,-0.3171,13.4731,0.12794
"wfa",2,35,-0.3186,13.6618,0.12855
"wfa",2,36,-0.3201,13.8503,0.12919
"wfa",2,37,-0.3216,14.0385,0.12988
"wfa",2,38,-0.323,14.2265,0.13059
"wfa",2,39,-0.3243,14.414,0.13135
"wfa",2,40,-0.3257,14.601,0.13213
"wfa",2,41,-0.327,14.7873,0.13293
"wfa",2,42,-0.3283,14.9727,0.13376
"wfa",2,43,-0.3296,15.1573,0.1346
"wfa",2,44,-0.3309,15.341,0.13545
"wfa",2,45,-0.3322,15.524,0.1363
"wfa",2,46,-0.3335,15.7064,0.13716
"wfa",2,47,-0.3348,15.8882,0.138
"wfa",2,48,-0.3361,16.0697,0.13884
"wfa",2,49,-0.3374,16.2511,0.13968
"wfa",2,50,-0.3387,16.4322,0.14051
"wfa",2,51,-0.34,16.6133,0.14132
"wfa",2,52,-0.3414,16.7942,0.14213
"wfa",2,53,-0.3427,16.9748,0.14293
"wfa",2,54,-0.344,17.1551,0.14371
"wfa",2,55,-0.3453,17.3347,0.14448
"wfa",2,56,-0.3466,17.5136,0.14525
"wfa",2,57,-0.3479,17.6916,0.146
"wfa",2,58,-0.3492,17.8686,0.14675
"wfa",2,59,-0.3505,18.0445,0.14748
"wfa",2,60,-0.3518,18.2193,0.14821
